"Population","Reference Type","Author","Publication Year","Title","From Year","To Year"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1978","2006"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Methow R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1977","2006"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2007","2011"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1977","2006"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Methow R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1977","2006"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Methow R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Methow River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1977","2006"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Okanogan River","2007","2011"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1977","2006"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2007","2011"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1977","2006"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Okanogan River","2007","2011"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1977","2006"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Okanogan River","2007","2011"
"Steelhead (Upper Columbia River DPS) - Okanogan River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1977","2006"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Wenatchee R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1978","2006"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2007","2011"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1978","2006"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Wenatchee R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1978","2006"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Wenatchee R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Wenatchee River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1978","2006"
